ph_value,do_value,temp_value,salinity_value,ph_value_filtered,do_value_filtered,temp_value_filtered,salinity_value_filtered,label,status
10.500,9.640,30.200,619.600,9.800,9.639,30.249,624.851,3,
9.900,9.640,30.200,627.300,9.782,9.640,30.254,625.291,3,
8.100,9.650,30.400,645.600,9.748,9.640,30.259,625.598,3,
9.800,9.640,30.300,627.300,9.703,9.640,30.264,625.738,3,
10.400,9.640,30.300,622.200,9.644,9.641,30.268,625.758,3,
10.600,9.630,30.100,617.100,9.569,9.641,30.273,625.749,3,
10.200,9.630,30.100,617.100,9.481,9.642,30.278,625.776,3,
9.100,9.650,30.400,624.700,9.391,9.642,30.282,625.842,3,
7.000,9.650,30.400,632.500,9.312,9.642,30.284,625.893,3,
9.700,9.650,30.400,627.300,9.253,9.642,30.283,625.864,3,
10.500,9.640,30.200,619.600,9.218,9.642,30.278,625.703,3,
7.900,9.650,30.400,643.000,9.207,9.642,30.270,625.377,3,
10.200,9.630,30.100,617.100,9.222,9.641,30.260,624.876,3,
7.000,9.650,30.400,629.900,9.266,9.641,30.248,624.228,3,
10.500,9.630,30.100,617.100,9.337,9.640,30.234,623.480,3,
9.200,9.650,30.400,629.900,9.429,9.639,30.221,622.683,3,
9.600,9.640,30.200,624.700,9.536,9.638,30.207,621.891,3,
9.600,9.630,30.100,614.500,9.650,9.637,30.196,621.176,3,
9.700,9.630,30.100,614.500,9.766,9.637,30.187,620.616,3,
9.600,9.630,30.100,614.500,9.878,9.636,30.183,620.253,3,
10.000,9.640,30.200,624.700,9.978,9.636,30.182,620.083,3,
10.600,9.640,30.200,619.600,10.057,9.636,30.185,620.070,3,
10.700,9.630,30.200,617.100,10.108,9.636,30.190,620.174,3,
10.000,9.640,30.200,624.700,10.128,9.636,30.198,620.356,3,
10.500,9.640,30.200,622.200,10.115,9.637,30.208,620.581,3,
10.200,9.640,30.200,622.200,10.072,9.637,30.218,620.824,3,
10.800,9.630,30.200,619.600,10.003,9.638,30.229,621.081,3,
10.600,9.630,30.200,619.600,9.916,9.638,30.240,621.352,3,
9.000,9.650,30.400,627.300,9.825,9.639,30.250,621.639,3,
8.400,9.630,30.100,612.000,9.743,9.639,30.258,621.939,3,
9.300,9.650,30.400,624.700,9.680,9.640,30.264,622.242,3,
9.200,9.650,30.400,624.700,9.640,9.640,30.266,622.523,3,
10.400,9.630,30.200,619.600,9.618,9.640,30.264,622.748,3,
10.100,9.640,30.300,624.700,9.609,9.640,30.260,622.882,3,
10.100,9.640,30.200,622.200,9.611,9.640,30.254,622.892,3,
7.200,9.650,30.400,640.300,9.626,9.640,30.247,622.753,3,
10.400,9.640,30.200,619.600,9.654,9.639,30.239,622.484,3,
10.500,9.630,30.100,617.100,9.688,9.639,30.233,622.157,3,
10.500,9.640,30.200,619.600,9.722,9.639,30.229,621.864,3,
8.900,9.630,30.100,612.000,9.754,9.638,30.228,621.669,3,
9.800,9.640,30.300,624.700,9.787,9.638,30.229,621.593,3,
9.900,9.640,30.300,624.700,9.822,9.638,30.232,621.619,3,
9.600,9.630,30.100,614.500,9.857,9.638,30.237,621.719,3,
9.900,9.640,30.200,627.300,9.893,9.638,30.243,621.865,3,
10.100,9.640,30.300,622.200,9.927,9.638,30.248,622.025,3,
9.400,9.650,30.400,624.700,9.956,9.638,30.251,622.172,3,
10.000,9.640,30.300,624.700,9.979,9.637,30.252,622.298,3,
10.500,9.640,30.300,622.200,9.988,9.637,30.250,622.415,3,
10.600,9.630,30.200,619.600,9.982,9.636,30.247,622.546,3,
10.000,9.640,30.300,624.700,9.959,9.636,30.242,622.715,3,
9.800,9.620,30.100,614.500,9.922,9.636,30.238,622.938,3,
10.500,9.630,30.200,619.600,9.875,9.635,30.235,623.206,3,
8.400,9.650,30.400,643.000,9.825,9.635,30.232,623.482,3,
10.100,9.630,30.100,614.500,9.775,9.636,30.231,623.743,3,
10.300,9.630,30.100,617.100,9.728,9.636,30.233,623.994,3,
9.900,9.640,30.300,627.300,9.684,9.636,30.235,624.239,3,
11.000,9.630,30.200,617.100,9.649,9.637,30.239,624.448,3,
7.000,9.650,30.400,640.300,9.630,9.637,30.243,624.569,3,
10.000,9.630,30.100,614.500,9.638,9.638,30.247,624.561,3,
7.800,9.650,30.400,640.300,9.673,9.638,30.250,624.408,3,
10.500,9.630,30.200,617.100,9.728,9.638,30.252,624.128,3,
10.600,9.640,30.300,622.200,9.792,9.638,30.254,623.766,3,
10.500,9.640,30.200,624.700,9.854,9.638,30.255,623.370,3,
9.900,9.640,30.300,622.200,9.907,9.638,30.255,622.976,3,
10.100,9.640,30.300,624.700,9.951,9.638,30.255,622.618,3,
9.400,9.630,30.100,614.500,9.987,9.638,30.255,622.328,3,
10.000,9.640,30.300,622.200,10.016,9.638,30.255,622.128,3,
10.100,9.640,30.300,624.700,10.037,9.639,30.256,622.013,3,
10.800,9.630,30.200,617.100,10.047,9.639,30.257,621.967,3,
9.900,9.640,30.300,624.700,10.047,9.639,30.257,621.967,3,
10.100,9.640,30.200,622.200,10.040,9.639,30.257,621.986,3,
10.300,9.640,30.200,622.200,10.028,9.640,30.256,621.998,3,
10.100,9.640,30.300,622.200,10.017,9.640,30.254,621.980,3,
9.100,9.650,30.400,624.700,10.014,9.639,30.249,621.918,3,
9.000,9.650,30.400,629.900,10.022,9.639,30.243,621.808,3,
10.500,9.630,30.100,617.100,10.039,9.638,30.236,621.678,3,
10.500,9.640,30.200,619.600,10.061,9.638,30.228,621.578,3,
10.500,9.630,30.100,617.100,10.080,9.637,30.222,621.556,3,
9.900,9.640,30.300,624.700,10.093,9.636,30.218,621.637,3,
10.400,9.630,30.100,617.100,10.101,9.636,30.216,621.827,3,
10.800,9.630,30.200,619.600,10.105,9.636,30.216,622.116,3,
10.800,9.630,30.200,617.100,10.109,9.636,30.218,622.473,3,
7.200,9.650,30.400,640.300,10.122,9.636,30.220,622.843,3,
10.800,9.630,30.200,619.600,10.148,9.636,30.222,623.184,3,
10.600,9.630,30.200,619.600,10.186,9.637,30.224,623.494,3,
10.200,9.640,30.200,627.300,10.231,9.637,30.227,623.790,3,
10.500,9.640,30.200,619.600,10.279,9.638,30.231,624.082,3,
10.300,9.640,30.200,622.200,10.329,9.638,30.235,624.369,3,
10.400,9.640,30.200,622.200,10.380,9.639,30.239,624.632,3,
9.700,9.640,30.400,635.100,10.430,9.639,30.243,624.835,3,
10.400,9.640,30.200,622.200,10.479,9.639,30.247,624.949,3,
10.100,9.640,30.200,622.200,10.519,9.639,30.249,624.967,3,
11.300,9.640,30.300,629.900,10.542,9.639,30.250,624.894,3,
11.400,9.640,30.400,632.500,10.540,9.639,30.249,624.740,3,
10.300,9.640,30.200,622.200,10.510,9.639,30.248,624.543,3,
10.200,9.640,30.200,624.700,10.450,9.639,30.247,624.375,3,
11.000,9.630,30.200,617.100,10.362,9.639,30.247,624.321,3,
10.400,9.640,30.200,622.200,10.248,9.639,30.248,624.443,3,
10.400,9.630,30.200,619.600,10.113,9.640,30.251,624.769,3,
10.600,9.640,30.200,619.600,9.964,9.640,30.255,625.283,3,
9.000,9.650,30.400,627.300,9.811,9.640,30.259,625.925,3,
10.500,9.640,30.200,622.200,9.668,9.640,30.263,626.600,3,
8.400,9.650,30.400,643.000,9.546,9.640,30.265,627.201,3,
8.200,9.650,30.400,645.600,9.455,9.640,30.267,627.653,3,
9.100,9.630,30.100,612.000,9.400,9.640,30.268,627.969,3,
10.500,9.630,30.200,619.600,9.377,9.639,30.269,628.218,3,
9.800,9.630,30.100,614.500,9.381,9.639,30.271,628.434,3,
8.200,9.650,30.400,645.600,9.410,9.639,30.274,628.566,3,
10.800,9.630,30.200,619.600,9.465,9.639,30.276,628.515,3,
7.200,9.650,30.400,640.300,9.544,9.639,30.276,628.192,3,
10.600,9.640,30.400,640.300,9.643,9.638,30.274,627.547,3,
9.500,9.640,30.400,632.500,9.755,9.638,30.268,626.599,3,
10.400,9.640,30.200,622.200,9.870,9.638,30.260,625.453,3,
10.800,9.630,30.200,617.100,9.979,9.637,30.251,624.263,3,
9.600,9.630,30.100,614.500,10.078,9.637,30.243,623.171,3,
10.700,9.630,30.100,617.100,10.168,9.637,30.236,622.262,3,
9.100,9.650,30.400,624.700,10.247,9.637,30.232,621.556,3,
10.400,9.640,30.200,622.200,10.316,9.637,30.228,621.039,3,
11.000,9.630,30.200,617.100,10.370,9.637,30.224,620.688,3,
10.800,9.640,30.200,619.600,10.405,9.637,30.221,620.480,3,
10.100,9.640,30.300,622.200,10.419,9.637,30.217,620.383,3,
10.700,9.640,30.300,622.200,10.415,9.636,30.213,620.359,3,
10.600,9.630,30.200,619.600,10.393,9.636,30.208,620.377,3,
9.700,9.640,30.200,627.300,10.357,9.636,30.203,620.418,3,
10.900,9.630,30.100,617.100,10.308,9.636,30.200,620.482,3,
10.300,9.640,30.200,622.200,10.251,9.636,30.198,620.586,3,
10.500,9.630,30.200,619.600,10.187,9.635,30.199,620.756,3,
10.200,9.640,30.200,622.200,10.123,9.635,30.201,621.016,3,
8.700,9.630,30.100,612.000,10.065,9.635,30.205,621.385,3,
10.200,9.640,30.300,624.700,10.018,9.635,30.210,621.864,3,
10.300,9.630,30.100,617.100,9.982,9.635,30.217,622.422,3,
9.700,9.640,30.300,624.700,9.954,9.636,30.224,623.007,3,
10.700,9.630,30.200,617.100,9.935,9.636,30.229,623.545,3,
8.100,9.650,30.400,645.600,9.922,9.636,30.234,623.956,3,
10.900,9.630,30.200,619.600,9.916,9.636,30.236,624.189,3,
10.600,9.630,30.200,619.600,9.910,9.636,30.237,624.242,3,
10.400,9.630,30.200,619.600,9.904,9.636,30.236,624.135,3,
7.900,9.650,30.400,643.000,9.898,9.636,30.234,623.871,3,
10.300,9.640,30.200,622.200,9.893,9.636,30.231,623.469,3,
10.600,9.630,30.200,617.100,9.885,9.636,30.228,623.000,3,
10.200,9.630,30.100,617.100,9.871,9.636,30.225,622.557,3,
9.700,9.640,30.300,624.700,9.849,9.637,30.223,622.205,3,
10.100,9.640,30.300,624.700,9.820,9.637,30.221,621.984,3,
9.700,9.630,30.100,614.500,9.787,9.637,30.222,621.927,3,
10.100,9.640,30.200,622.200,9.754,9.638,30.224,622.061,3,
9.600,9.630,30.100,614.500,9.726,9.638,30.227,622.389,3,
9.000,9.650,30.400,627.300,9.709,9.639,30.232,622.879,3,
9.800,9.640,30.300,622.200,9.707,9.639,30.237,623.479,3,
9.900,9.640,30.200,624.700,9.721,9.639,30.242,624.128,3,
9.900,9.630,30.100,614.500,9.752,9.639,30.247,624.762,3,
8.000,9.650,30.400,643.000,9.801,9.639,30.252,625.303,3,
10.100,9.640,30.200,627.300,9.864,9.639,30.257,625.683,3,
9.800,9.640,30.300,624.700,9.933,9.639,30.262,625.877,3,
11.000,9.640,30.300,632.500,9.996,9.638,30.265,625.905,3,
10.500,9.630,30.200,619.600,10.043,9.638,30.268,625.811,3,
10.200,9.640,30.300,622.200,10.067,9.638,30.270,625.646,3,
10.800,9.630,30.200,617.100,10.070,9.638,30.271,625.435,3,
10.100,9.640,30.400,640.300,10.054,9.638,30.271,625.172,3,
9.000,9.650,30.400,629.900,10.026,9.638,30.270,624.844,3,
10.400,9.630,30.100,617.100,9.993,9.638,30.269,624.484,3,
10.600,9.630,30.200,617.100,9.958,9.638,30.267,624.151,3,
10.500,9.630,30.200,619.600,9.928,9.638,30.266,623.879,3,
7.000,9.650,30.400,632.500,9.910,9.639,30.266,623.654,3,
10.500,9.640,30.200,622.200,9.910,9.639,30.265,623.446,3,
10.300,9.640,30.300,622.200,9.924,9.640,30.263,623.239,3,
10.400,9.640,30.200,624.700,9.946,9.640,30.260,623.031,3,
9.300,9.650,30.400,624.700,9.974,9.640,30.256,622.821,3,
11.000,9.630,30.200,617.100,10.003,9.640,30.250,622.617,3,
9.100,9.650,30.400,624.700,10.034,9.639,30.243,622.420,3,
10.000,9.640,30.200,627.300,10.063,9.639,30.236,622.229,3,
10.500,9.640,30.200,624.700,10.089,9.638,30.230,622.051,3,
10.200,9.630,30.100,617.100,10.108,9.638,30.226,621.918,3,
10.600,9.630,30.200,617.100,10.117,9.638,30.225,621.874,3,
10.700,9.630,30.100,617.100,10.117,9.638,30.227,621.936,3,
10.200,9.640,30.200,622.200,10.113,9.638,30.231,622.082,3,
10.800,9.630,30.200,619.600,10.112,9.638,30.237,622.255,3,
7.000,9.650,30.400,635.100,10.125,9.638,30.242,622.385,3,
9.700,9.650,30.400,624.700,10.157,9.638,30.244,622.422,3,
10.500,9.640,30.200,619.600,10.204,9.637,30.244,622.363,3,
10.600,9.630,30.200,617.100,10.250,9.637,30.241,622.231,3,
10.600,9.630,30.200,617.100,10.282,9.636,30.235,622.039,3,
11.300,9.640,30.400,632.500,10.288,9.636,30.227,621.768,3,
11.900,9.640,30.300,629.900,10.263,9.635,30.217,621.398,3,
10.100,9.640,30.200,624.700,10.209,9.635,30.206,620.958,3,
8.700,9.630,30.100,612.000,10.138,9.635,30.195,620.538,3,
9.600,9.630,30.100,614.500,10.060,9.634,30.187,620.243,3,
10.500,9.630,30.100,617.100,9.983,9.634,30.183,620.145,3,
9.800,9.630,30.100,614.500,9.908,9.635,30.183,620.266,3,
9.900,9.630,30.100,614.500,9.836,9.635,30.187,620.576,3,
10.600,9.630,30.200,619.600,9.769,9.636,30.192,620.995,3,
8.400,9.650,30.400,643.000,9.713,9.636,30.199,621.417,3,
9.000,9.650,30.400,627.300,9.671,9.637,30.204,621.766,3,
9.800,9.630,30.100,614.500,9.642,9.637,30.208,622.052,3,
10.400,9.640,30.200,622.200,9.621,9.638,30.212,622.339,3,
8.900,9.630,30.100,614.500,9.603,9.638,30.217,622.685,3,
10.300,9.640,30.200,622.200,9.584,9.638,30.222,623.110,3,
10.100,9.640,30.300,624.700,9.561,9.639,30.228,623.597,3,
9.900,9.630,30.100,614.500,9.536,9.639,30.235,624.102,3,
10.100,9.640,30.200,624.700,9.513,9.640,30.241,624.553,3,
8.000,9.650,30.400,640.300,9.501,9.640,30.245,624.853,3,
10.100,9.640,30.300,624.700,9.511,9.640,30.247,624.925,3,
6.900,9.650,30.400,635.100,9.545,9.640,30.246,624.745,3,
9.900,9.640,30.200,622.200,9.603,9.639,30.242,624.355,3,
10.600,9.630,30.200,619.600,9.673,9.639,30.237,623.837,3,
10.300,9.640,30.200,622.200,9.742,9.639,30.232,623.280,3,
10.300,9.630,30.100,617.100,9.801,9.638,30.228,622.749,3,
10.400,9.640,30.200,622.200,9.847,9.638,30.225,622.282,3,
10.800,9.630,30.200,617.100,9.883,9.638,30.224,621.885,3,
7.000,9.650,30.400,629.900,9.917,9.638,30.222,621.543,3,
10.500,9.640,30.200,619.600,9.954,9.637,30.221,621.239,3,
10.300,9.630,30.100,617.100,9.992,9.637,30.220,620.967,3,
9.900,9.640,30.300,624.700,10.027,9.637,30.219,620.730,3,
10.200,9.640,30.200,622.200,10.053,9.636,30.218,620.523,3,
10.300,9.640,30.300,622.200,10.067,9.636,30.216,620.356,3,
9.500,9.630,30.100,614.500,10.065,9.636,30.215,620.250,3,
10.900,9.630,30.200,617.100,10.045,9.636,30.214,620.225,3,
10.800,9.630,30.200,619.600,10.006,9.636,30.214,620.276,3,
9.800,9.640,30.300,622.200,9.949,9.636,30.213,620.373,3,
10.000,9.640,30.200,622.200,9.881,9.636,30.211,620.478,3,
10.700,9.630,30.200,617.100,9.812,9.636,30.208,620.557,3,
7.100,9.650,30.400,637.700,9.754,9.636,30.205,620.589,3,
9.400,9.630,30.100,614.500,9.712,9.636,30.202,620.585,3,
10.200,9.640,30.200,622.200,9.687,9.636,30.200,620.600,3,
9.600,9.630,30.100,614.500,9.671,9.636,30.200,620.705,3,
9.700,9.630,30.100,614.500,9.658,9.637,30.203,620.954,3,
10.400,9.640,30.200,617.100,9.640,9.637,30.208,621.359,3,
10.600,9.630,30.200,619.600,9.616,9.637,30.216,621.879,3,
10.200,9.640,30.200,622.200,9.587,9.638,30.224,622.433,3,
7.100,9.650,30.400,632.500,9.562,9.638,30.232,622.921,3,
11.100,9.630,30.200,617.100,9.550,9.639,30.239,623.255,3,
8.100,9.650,30.400,645.600,9.553,9.639,30.243,623.379,3,
9.600,9.630,30.100,614.500,9.573,9.639,30.246,623.287,3,
10.200,9.640,30.200,622.200,9.608,9.639,30.248,623.026,3,
9.000,9.650,30.400,627.300,9.653,9.638,30.248,622.663,3,
10.400,9.630,30.200,617.100,9.706,9.638,30.247,622.262,3,
9.100,9.650,30.400,627.300,9.764,9.638,30.246,621.886,3,
9.200,9.630,30.100,614.500,9.822,9.637,30.244,621.601,3,
10.700,9.630,30.200,619.600,9.874,9.637,30.243,621.462,3,
10.300,9.630,30.100,617.100,9.914,9.637,30.244,621.503,3,
10.000,9.640,30.300,622.200,9.935,9.637,30.246,621.722,3,
9.900,9.640,30.300,622.200,9.937,9.638,30.250,622.095,3,
10.500,9.630,30.200,617.100,9.920,9.638,30.253,622.585,3,
10.700,9.630,30.200,617.100,9.885,9.638,30.255,623.134,3,
9.100,9.650,30.400,624.700,9.839,9.639,30.256,623.651,3,
8.100,9.650,30.400,645.600,9.789,9.639,30.255,624.024,3,
10.200,9.640,30.200,622.200,9.740,9.639,30.252,624.179,3,
10.400,9.640,30.200,622.200,9.687,9.639,30.247,624.116,3,
11.000,9.630,30.200,619.600,9.629,9.639,30.242,623.878,3,
9.700,9.640,30.200,627.300,9.569,9.638,30.236,623.496,3,
10.800,9.630,30.200,617.100,9.517,9.638,30.231,622.989,3,
7.000,9.650,30.400,632.500,9.492,9.637,30.225,622.367,3,
8.800,9.630,30.100,612.000,9.511,9.636,30.220,621.646,3,
10.100,9.640,30.300,627.300,9.583,9.635,30.214,620.846,3,
9.300,9.630,30.100,614.500,9.711,9.634,30.209,619.987,3,
8.600,9.630,30.100,612.000,9.893,9.633,30.205,619.076,3,
8.000,9.650,30.400,643.000,10.124,9.631,30.202,618.107,3,
10.400,9.630,30.200,617.100,10.387,9.630,30.199,617.102,3,
6.300,9.380,29.400,1284.400,6.350,9.380,29.400,1283.858,4,
6.200,9.380,29.400,1274.500,6.287,9.379,29.410,1289.077,4,
8.100,9.380,29.400,1284.400,6.215,9.378,29.419,1294.622,4,
5.800,9.380,29.400,1279.400,6.138,9.377,29.427,1300.312,4,
4.200,9.370,29.600,1350.500,6.061,9.376,29.435,1305.865,4,
5.400,9.370,29.400,1329.800,5.989,9.375,29.441,1311.013,4,
7.900,9.380,29.400,1279.400,5.920,9.374,29.446,1315.617,4,
4.300,9.370,29.500,1345.300,5.850,9.373,29.450,1319.638,4,
6.300,9.380,29.400,1279.400,5.773,9.373,29.454,1323.008,4,
6.500,9.390,29.500,1284.400,5.688,9.373,29.459,1325.546,4,
6.700,9.390,29.500,1274.500,5.592,9.373,29.464,1326.807,4,
5.800,9.380,29.500,1319.600,5.490,9.374,29.469,1325.965,4,
4.600,9.370,29.500,1340.100,5.396,9.376,29.477,1321.858,4,
4.700,9.370,29.500,1345.300,5.323,9.380,29.487,1313.211,4,
4.800,9.370,29.400,1340.100,5.281,9.385,29.501,1298.873,4,
5.800,9.380,29.500,1314.500,5.276,9.393,29.520,1277.986,4,
4.300,9.370,29.500,1345.300,5.311,9.403,29.545,1250.089,4,
4.000,9.370,29.500,1345.300,5.385,9.416,29.576,1215.306,4,
6.800,9.390,29.400,1269.500,5.492,9.430,29.613,1174.624,4,
5.000,9.370,29.400,1324.700,5.621,9.446,29.653,1130.146,4,
5.200,9.370,29.400,1340.100,5.761,9.462,29.694,1085.369,4,
4.300,9.370,29.500,1345.300,5.898,9.476,29.730,1045.676,4,
7.300,9.800,30.800,212.200,6.012,9.486,29.754,1018.208,4,
7.700,9.800,30.700,212.200,6.078,9.488,29.758,1009.471,4,
8.900,9.580,29.700,650.900,6.080,9.483,29.743,1021.599,4,
6.200,9.380,29.400,1279.400,6.016,9.472,29.713,1051.091,4,
7.400,9.380,29.400,1274.500,5.901,9.457,29.676,1091.218,4,
4.400,9.370,29.500,1345.300,5.762,9.441,29.637,1135.274,4,
4.500,9.370,29.500,1345.300,5.629,9.425,29.600,1178.219,4,
3.200,9.390,29.600,1299.400,5.528,9.411,29.566,1216.884,4,
4.400,9.360,29.500,1355.700,5.470,9.400,29.536,1249.651,4,
6.300,9.390,29.500,1279.400,5.454,9.390,29.511,1276.032,4,
5.900,9.380,29.400,1299.400,5.467,9.382,29.490,1296.266,4,
4.400,9.370,29.500,1345.300,5.498,9.377,29.474,1310.950,4,
4.800,9.360,29.500,1371.400,5.535,9.373,29.462,1320.889,4,
7.500,9.380,29.400,1279.400,5.564,9.370,29.455,1327.124,4,
6.300,9.380,29.400,1279.400,5.570,9.369,29.451,1330.821,4,
5.800,9.380,29.500,1304.400,5.544,9.368,29.450,1332.969,4,
7.100,9.380,29.400,1279.400,5.488,9.368,29.451,1334.169,4,
4.800,9.360,29.500,1371.400,5.410,9.368,29.454,1334.636,4,
5.600,9.370,29.500,1345.300,5.324,9.368,29.458,1334.378,4,
4.400,9.370,29.500,1329.800,5.247,9.369,29.461,1333.409,4,
4.300,9.370,29.500,1345.300,5.193,9.370,29.464,1331.841,4,
4.800,9.370,29.400,1314.500,5.170,9.371,29.467,1329.848,4,
4.600,9.370,29.500,1345.300,5.182,9.372,29.470,1327.625,4,
6.500,9.380,29.400,1274.500,5.225,9.373,29.473,1325.355,4,
4.400,9.370,29.500,1345.300,5.295,9.374,29.476,1323.139,4,
4.400,9.370,29.500,1345.300,5.389,9.375,29.478,1320.997,4,
6.600,9.390,29.500,1274.500,5.502,9.376,29.479,1318.946,4,
5.300,9.370,29.500,1340.100,5.625,9.377,29.480,1317.022,4,
4.200,9.370,29.500,1350.500,5.749,9.377,29.479,1315.247,4,
6.300,9.390,29.500,1279.400,5.862,9.378,29.478,1313.704,4,
7.500,9.380,29.400,1284.400,5.948,9.378,29.477,1312.533,4,
8.000,9.390,29.500,1284.400,5.995,9.379,29.477,1311.759,4,
4.800,9.370,29.500,1345.300,6.000,9.379,29.476,1311.191,4,
6.200,9.380,29.500,1319.600,5.968,9.379,29.477,1310.533,4,
7.000,9.380,29.400,1279.400,5.910,9.379,29.478,1309.535,4,
6.700,9.390,29.500,1274.500,5.835,9.379,29.481,1307.954,4,
4.500,9.370,29.400,1335.000,5.761,9.380,29.485,1305.409,4,
4.300,9.370,29.500,1345.300,5.707,9.381,29.490,1301.429,4,
4.300,9.370,29.500,1345.300,5.684,9.383,29.496,1295.690,4,
6.300,9.380,29.500,1289.300,5.696,9.386,29.502,1288.213,4,
4.400,9.370,29.600,1360.900,5.733,9.388,29.508,1279.391,4,
7.200,9.380,29.400,1274.500,5.783,9.391,29.512,1269.979,4,
5.700,9.380,29.500,1314.500,5.835,9.394,29.514,1261.122,4,
4.900,9.360,29.500,1371.400,5.876,9.396,29.515,1254.393,4,
9.600,9.590,29.800,645.600,5.898,9.397,29.512,1251.544,4,
5.000,9.370,29.500,1345.300,5.895,9.396,29.506,1253.437,4,
4.400,9.370,29.500,1345.300,5.873,9.394,29.497,1259.262,4,
7.400,9.380,29.400,1274.500,5.839,9.391,29.487,1267.324,4,
4.900,9.370,29.400,1340.100,5.798,9.388,29.478,1276.161,4,
5.900,9.380,29.500,1299.400,5.753,9.385,29.469,1284.782,4,
5.000,9.370,29.500,1350.500,5.710,9.382,29.463,1292.583,4,
6.700,9.380,29.400,1274.500,5.669,9.380,29.458,1299.314,4,
5.000,9.370,29.400,1309.400,5.633,9.378,29.455,1304.956,4,
6.000,9.380,29.400,1299.400,5.604,9.376,29.455,1309.559,4,
4.400,9.370,29.500,1345.300,5.583,9.375,29.456,1313.159,4,
6.500,9.380,29.500,1294.300,5.571,9.375,29.459,1315.815,4,
6.200,9.380,29.400,1289.300,5.568,9.375,29.463,1317.612,4,
4.300,9.370,29.500,1345.300,5.574,9.374,29.467,1318.577,4,
5.200,9.360,29.500,1371.400,5.591,9.375,29.471,1318.693,4,
7.800,9.390,29.500,1279.400,5.618,9.375,29.474,1318.070,4,
3.400,9.370,29.500,1340.100,5.653,9.375,29.477,1316.982,4,
7.600,9.380,29.400,1279.400,5.698,9.376,29.479,1315.742,4,
3.600,9.380,29.600,1329.800,5.753,9.376,29.480,1314.606,4,
6.300,9.380,29.400,1274.500,5.818,9.377,29.481,1313.739,4,
5.000,9.370,29.500,1345.300,5.887,9.377,29.482,1313.206,4,
7.900,9.380,29.400,1284.400,5.951,9.377,29.483,1313.005,4,
4.800,9.370,29.500,1340.100,6.003,9.377,29.484,1313.109,4,
6.300,9.390,29.500,1284.400,6.037,9.377,29.484,1313.490,4,
4.800,9.360,29.500,1371.400,6.047,9.377,29.483,1314.132,4,
6.300,9.390,29.500,1279.400,6.024,9.377,29.481,1315.082,4,
10.600,9.390,29.600,1284.400,5.956,9.376,29.477,1316.435,4,
6.600,9.380,29.400,1284.400,5.844,9.376,29.473,1318.177,4,
4.300,9.370,29.500,1350.500,5.705,9.375,29.468,1320.052,4,
4.300,9.370,29.400,1329.800,5.567,9.374,29.463,1321.657,4,
4.500,9.360,29.400,1350.500,5.456,9.374,29.459,1322.635,4,
4.400,9.370,29.500,1345.300,5.383,9.373,29.455,1322.801,4,
4.800,9.370,29.500,1329.800,5.351,9.373,29.453,1322.175,4,
5.900,9.380,29.400,1299.400,5.356,9.374,29.452,1320.943,4,
6.000,9.380,29.400,1299.400,5.388,9.374,29.452,1319.328,4,
4.800,9.370,29.500,1329.800,5.441,9.374,29.453,1317.461,4,
5.900,9.390,29.500,1279.400,5.508,9.375,29.456,1315.360,4,
6.300,9.380,29.400,1279.400,5.585,9.376,29.459,1312.911,4,
6.700,9.390,29.500,1274.500,5.670,9.377,29.464,1309.777,4,
5.600,9.380,29.500,1314.500,5.767,9.378,29.469,1305.329,4,
4.400,9.370,29.500,1345.300,5.884,9.380,29.477,1298.751,4,
4.600,9.360,29.400,1345.300,6.028,9.383,29.486,1289.303,4,
5.600,9.380,29.500,1299.400,6.195,9.388,29.497,1276.578,4,
6.300,9.380,29.500,1289.300,6.372,9.393,29.510,1260.578,4,
7.100,9.380,29.400,1274.500,6.537,9.400,29.526,1241.653,4,
6.200,9.390,29.500,1279.400,6.670,9.407,29.543,1220.478,4,
10.800,9.390,29.600,1289.300,6.750,9.415,29.561,1198.141,4,
5.300,9.370,29.500,1340.100,6.767,9.423,29.577,1176.385,4,
7.000,9.380,29.400,1274.500,6.723,9.430,29.589,1157.956,4,
9.600,9.760,30.300,229.200,6.624,9.434,29.596,1146.196,4,
4.900,9.380,29.500,1299.400,6.485,9.435,29.597,1143.150,4,
4.900,9.380,29.500,1314.500,6.326,9.433,29.590,1148.293,4,
4.600,9.370,29.600,1350.500,6.164,9.429,29.579,1159.995,4,
9.200,9.580,29.700,650.900,6.007,9.423,29.564,1177.216,4,
4.700,9.380,29.400,1299.400,5.859,9.416,29.547,1198.893,4,
5.000,9.370,29.500,1345.300,5.729,9.408,29.530,1222.887,4,
4.900,9.370,29.400,1335.000,5.626,9.400,29.514,1246.600,4,
4.400,9.370,29.500,1345.300,5.552,9.393,29.499,1268.088,4,
7.400,9.390,29.500,1284.400,5.503,9.387,29.486,1286.304,4,
5.300,9.370,29.500,1350.500,5.473,9.382,29.474,1300.822,4,
4.900,9.370,29.500,1345.300,5.459,9.378,29.464,1311.601,4,
4.300,9.370,29.500,1345.300,5.458,9.375,29.455,1318.935,4,
5.300,9.370,29.400,1324.700,5.463,9.373,29.448,1323.437,4,
7.400,9.380,29.400,1279.400,5.464,9.372,29.442,1325.907,4,
5.700,9.370,29.400,1324.700,5.450,9.371,29.440,1327.121,4,
7.100,9.380,29.400,1274.500,5.418,9.371,29.440,1327.658,4,
4.800,9.370,29.400,1324.700,5.376,9.371,29.443,1327.838,4,
